,,"Get-ASRProtectionContainer","Get-ASRProtectionContainer",
,,"Get-ASRProtectionContainerMapping","Get-ASRProtectionContainerMapping",
,,"Get-ASRRecoveryPlan","Get-ASRRecoveryPlan",
,,"Get-ASRRecoveryPoint","Get-ASRRecoveryPoint",
,,"Get-ASRReplicationProtectedItem","Get-ASRReplicationProtectedItem",
,,"Get-ASRRP","Get-ASRRP",
,,"Get-ASRServicesProvider","Get-ASRServicesProvider",
,,"Get-ASRStorageClassification","Get-ASRStorageClassification",
,,"Get-ASRStorageClassificationMapping","Get-ASRStorageClassificationMapping",
,,"Get-ASRvCenter","Get-ASRvCenter",
,"The Get-AzureRmAnalysisServicesServer cmdlet gets the details of an Analysis Services server.","Get-AzureAs","Get-AzureAs",
,"The Get-AzureRmADSpCredential cmdlet can be used to retrieve a list of credentials associated with a service principal. This command will retrieve all of the credential properties (but not the credential value) associated with the service principal.","Get-AzureRmADServicePrincipalCredential","Get-AzureRmADServicePrincipalCredential",
,"Gets the Batch service quotas for the specified subscription at the given location.","Get-AzureRmBatchSubscriptionQuotas","Get-AzureRmBatchSubscriptionQuotas",
,"The Get-AzureRmHDInsightOperationsManagementSuite cmdlet gets the status of OMS installation in an Azure HDInsight cluster. If OMS is enabled then it will also return the OMS workspace id.","Get-AzureRmHDInsightOMS","Get-AzureRmHDInsightOMS",
,"This verification code is used to complete the proof of possession step for a certificate. Use this verification code as the CN of a new certificate signed with the root certificates private key. For a detailed explanation of CA certificates in Azure IoT Hub, see https://docs.microsoft.com/en-us/azure/iot-hub/iot-hub-x509ca-overview","Get-AzureRmIotHubCVC","Get-AzureRmIotHubCVC",
,"Gets all the eventhub consumergroups for the different EventHubs used by IotHub.","Get-AzureRmIotHubEHCG","Get-AzureRmIotHubEHCG",
,,"Get-AzureRmRecoveryServicesAsrNotificationSetting","Get-AzureRmRecoveryServicesAsrNotificationSetting",
,,"Get-AzureRmRecoveryServicesAsrVaultSettings","Get-AzureRmRecoveryServicesAsrVaultSettings",
,"The Get-AzureRmRecoveryServicesBackupProperty cmdlet gets backup properties for a Recovery Services vault.","Get-AzureRmRecoveryServicesBackupProperties","Get-AzureRmRecoveryServicesBackupProperties",
,"The Get-AzureRmProviderOperation gets the operations exposed by Azure resource providers. Operations can be composed to create custom roles in Azure RBAC. The command takes as input an operation search string (with possible wildcard(*) character(s)) which determines the operations details to display.
","Get-AzureRmResourceProviderAction","Get-AzureRmResourceProviderAction",
,"The Get-AzureRmSqlDatabaseBackupLongTermRetentionPolicy cmdlet gets the long term retention policy registered to this database. The policy is an Azure Backup resource used to define backup storage policy.","Get-AzureRmSqlDatabaseLongTermRetentionPolicy","Get-AzureRmSqlDatabaseLongTermRetentionPolicy",
,"The Get-AzureRmSqlServerAuditingPolicy cmdlet gets the auditing policy of an Azure SQL server. Specify the ResourceGroupName , ServerName , and DatabaseName parameters to identify the database. This cmdlet returns a policy that is used by the Azure SQL databases that are both defined in the specified Azure SQL server and use its auditing policy.","Get-AzureRmSqlDatabaseServerAuditingPolicy","Get-AzureRmSqlDatabaseServerAuditingPolicy",
,"Shows the disk encryption status of a VM scale set.","Get-AzureRmVmssDiskEncryptionStatus","Get-AzureRmVmssDiskEncryptionStatus",
,"Shows the disk encryption status of VM scale set.","Get-AzureRmVmssVMDiskEncryptionStatus","Get-AzureRmVmssVMDiskEncryptionStatus",
,"The Import-AzureRmDataLakeStoreItem cmdlet uploads a local file or directory to a Data Lake Store.","Import-AdlStoreItem","Import-AdlStoreItem",
,"The New-AzureRmAutomationModule cmdlet imports a module into Azure Automation. This command accepts a compressed file that has a .zip file name extension. The file contains a folder that includes a file that is one of the following types:
","Import-AzureRmAutomationModule","Import-AzureRmAutomationModule",
,"The Join-AzureRmDataLakeStoreItem cmdlet joins one or more files to create one file in Data Lake Store.","Join-AdlStoreItem","Join-AdlStoreItem",
,"The Get-AzureRmApplicationGatewayAvailableSslOptions cmdlet gets all available ssl options for ssl policy","List-AzureRmApplicationGatewayAvailableSslOptions","List-AzureRmApplicationGatewayAvailableSslOptions",
,"The Get-AzureRmApplicationGatewayAvailableWafRuleSets cmdlet gets all available web application firewall rule sets.","List-AzureRmApplicationGatewayAvailableWafRuleSets","List-AzureRmApplicationGatewayAvailableWafRuleSets",
,"The Get-AzureRmApplicationGatewaySslPredefinedPolicy cmdlet gets Predefined SSL Policies provided by Application Gateway.","List-AzureRmApplicationGatewaySslPredefinedPolicy","List-AzureRmApplicationGatewaySslPredefinedPolicy",
,"The Connect-AzureRmAccount cmdlet connects to Azure with an authenticated account for use with Azure Resource Manager cmdlet requests.
","Login-AzAccount","Login-AzAccount",
,"The Connect-AzureRmAccount cmdlet connects to Azure with an authenticated account for use with Azure Resource Manager cmdlet requests.
","Login-AzureRmAccount","Login-AzureRmAccount",
,"The Disconnect-AzureRmAccount cmdlet disconnects a connected Azure account and removes all credentials and contexts (subscription and tenant information) associated with that account.
","Logout-AzAccount","Logout-AzAccount",
,"The Disconnect-AzureRmAccount cmdlet disconnects a connected Azure account and removes all credentials and contexts (subscription and tenant information) associated with that account.
","Logout-AzureRmAccount","Logout-AzureRmAccount",
,"The Move-AzureRmDataLakeStoreItem cmdlet moves or renames a file or folder in Data Lake Store.","Move-AdlStoreItem","Move-AdlStoreItem",
,"The New-AzureRmDataLakeAnalyticsAccount cmdlet creates an Azure Data Lake Analytics account.","New-AdlAnalyticsAccount","New-AdlAnalyticsAccount",
,"The New-AzureRmDataLakeAnalyticsComputePolicy creates the specified compute policy rule for a specific AAD entity in an Azure Data Lake Analytics account.","New-AdlAnalyticsComputePolicy","New-AdlAnalyticsComputePolicy",
,"The New-AzureRmDataLakeAnalyticsCatalogCredential cmdlet creates a new credential to use in an Azure Data Lake Analytics catalog for connecting to external data sources.","New-AdlCatalogCredential","New-AdlCatalogCredential",
,"The New-AzureRmDataLakeAnalyticsCatalogSecret cmdlet creates a secret to use in an Azure Data Lake Analytics catalog.","New-AdlCatalogSecret","New-AdlCatalogSecret",
,"The New-AzureRmDataLakeStoreAccount cmdlet creates a new Data Lake Store account.","New-AdlStore","New-AdlStore",
,"The New-AzureRmDataLakeStoreItem cmdlet creates a new file or folder in Data Lake Store.","New-AdlStoreItem","New-AdlStoreItem",
,,"New-ASRFabric","New-ASRFabric",
,,"New-ASRNetworkMapping","New-ASRNetworkMapping",
,,"New-ASRPolicy","New-ASRPolicy",
,,"New-ASRProtectableItem","New-ASRProtectableItem",
,,"New-ASRProtectionContainerMapping","New-ASRProtectionContainerMapping",
,,"New-ASRRecoveryPlan","New-ASRRecoveryPlan",
,,"New-ASRReplicationProtectedItem","New-ASRReplicationProtectedItem",
,,"New-ASRRP","New-ASRRP",
,,"New-ASRStorageClassificationMapping","New-ASRStorageClassificationMapping",
,,"New-ASRvCenter","New-ASRvCenter",
,"The New-AzureRmAnalysisServicesServer cmdlet creates a new Analysis Services server","New-AzureAs","New-AzureAs",
,"The New-AzureRmADSpCredential cmdlet can be used to add a new credential or to roll credentials for a service principal. The service principal is identified by supplying either the object id or service principal name.","New-AzureRmADServicePrincipalCredential","New-AzureRmADServicePrincipalCredential",
,"The Set-AzureRmDataFactoryV2Dataset cmdlet creates a dataset in Azure Data Factory. If you specify a name for a dataset that already exists, this cmdlet prompts you for confirmation before it replaces the dataset. If you specify the Force parameter, the cmdlet replaces the existing dataset without confirmation.
","New-AzureRmDataFactoryV2","New-AzureRmDataFactoryV2",
,"The Set-AzureRmDataFactoryV2LinkedService cmdlet links a data store or a cloud service to Azure Data Factory. If you specify a name for a linked service that already exists, this cmdlet prompts you for confirmation before it replaces the linked service. If you specify the Force parameter, the cmdlet replaces the existing linked service without confirmation.
","New-AzureRmDataFactoryV2LinkedService","New-AzureRmDataFactoryV2LinkedService",
,"The Set-AzureRmDataFactoryV2Pipeline cmdlet creates a pipeline in Azure Data Factory. If you specify a name for a pipeline that already exists, the cmdlet prompts you for confirmation before it replaces the pipeline. If you specify the Force parameter, the cmdlet replaces the existing pipeline without confirmation.
","New-AzureRmDataFactoryV2Pipeline","New-AzureRmDataFactoryV2Pipeline",
,"The Set-AzureRmDataFactoryV2Trigger cmdlet creates a trigger in a data factory. If you specify a name for a trigger that already exists, the cmdlet prompts for confirmation before replacing the trigger. If you specify the Force parameter, the cmdlet replaces the existing trigger without prompting for confirmation. Triggers are created in the 'Stopped' state, meaning that they don't immediately begin invoking pipelines that they reference.","New-AzureRmDataFactoryV2Trigger","New-AzureRmDataFactoryV2Trigger",
,"The New-AzureRmOperationalInsightsAzureActivityLogDataSource enable Log Analytics to collect Azure activity log from given subscription.","New-AzureRmOperationalInsightsAzureAuditDataSource","New-AzureRmOperationalInsightsAzureAuditDataSource",
,"The Enable-AzureBatchTask cmdlet reactivates a task. If a task has exhausted its retry count, this cmdlet nevertheless enables it to run.","Reactivate-AzureBatchTask","Reactivate-AzureBatchTask",
,"The Remove-AzureRmDataLakeAnalyticsAccount cmdlet permanently deletes an Azure Data Lake Analytics account.","Remove-AdlAnalyticsAccount","Remove-AdlAnalyticsAccount",
,"The Remove-AzureRmDataLakeAnalyticsComputePolicy removes a specified Azure Data Lake Analytics compute policy.","Remove-AdlAnalyticsComputePolicy","Remove-AdlAnalyticsComputePolicy",
,"The Remove-AzureRmDataLakeAnalyticsDataSource cmdlet removes a data source from an Azure Data Lake Analytics account.","Remove-AdlAnalyticsDataSource","Remove-AdlAnalyticsDataSource",
,"The Remove-AzureRmDataLakeAnalyticsFirewallRule cmdlet removes a firewall rule from an Azure Data Lake Analytics account.","Remove-AdlAnalyticsFirewallRule","Remove-AdlAnalyticsFirewallRule",
,"The Remove-AzureRmDataLakeAnalyticsCatalogCredential cmdlet deletes an Azure Data Lake Analytics catalog credential.","Remove-AdlCatalogCredential","Remove-AdlCatalogCredential",
,"The Remove-AzureRmDataLakeAnalyticsCatalogItemAclEntry cmdlet removes an entry (ACE) from the access control list (ACL) of a catalog or catalog item in Data Lake Analytics.","Remove-AdlCatalogItemAclEntry","Remove-AdlCatalogItemAclEntry",
,"The Remove-AzureRmDataLakeAnalyticsCatalogSecret cmdlet deletes an Azure Data Lake Analytics catalog secret.","Remove-AdlCatalogSecret","Remove-AdlCatalogSecret",
,"The Remove-AzureRmDataLakeStoreAccount cmdlet deletes a Data Lake Store account permanently.","Remove-AdlStore","Remove-AdlStore",
,"The Remove-AzureRmDataLakeStoreFirewallRule cmdlet removes the specified firewall rule in the specified Data Lake Store.","Remove-AdlStoreFirewallRule","Remove-AdlStoreFirewallRule",
,"The Remove-AzureRmDataLakeStoreItem cmdlet deletes a file or folder in Data Lake Store.","Remove-AdlStoreItem","Remove-AdlStoreItem",
,"The Remove-AzureRmDataLakeStoreItemAcl cmdlet clears the access control list (ACL) of a file or folder in Data Lake Store.","Remove-AdlStoreItemAcl","Remove-AdlStoreItemAcl",
,"The Remove-AzureRmDataLakeStoreItemAclEntry cmdlet removes an entry (ACE) from the access control list (ACL) of a file or folder in Data Lake Store.","Remove-AdlStoreItemAclEntry","Remove-AdlStoreItemAclEntry",
,"The Remove-AzureRmDataLakeStoreTrustedIdProvider cmdlet removes the specified trusted identity provider in the specified Data Lake Store.","Remove-AdlStoreTrustedIdProvider","Remove-AdlStoreTrustedIdProvider",
,,"Remove-ASRFabric","Remove-ASRFabric",
,,"Remove-ASRNetworkMapping","Remove-ASRNetworkMapping",
,,"Remove-ASRPolicy","Remove-ASRPolicy",
,,"Remove-ASRProtectionContainerMapping","Remove-ASRProtectionContainerMapping",
,,"Remove-ASRRecoveryPlan","Remove-ASRRecoveryPlan",
,,"Remove-ASRReplicationProtectedItem","Remove-ASRReplicationProtectedItem",
,,"Remove-ASRRP","Remove-ASRRP",
,,"Remove-ASRServicesProvider","Remove-ASRServicesProvider",
,,"Remove-ASRStorageClassificationMapping","Remove-ASRStorageClassificationMapping",
,,"Remove-ASRvCenter","Remove-ASRvCenter",
,"The Remove-AzureRmAnalysisServicesServer cmdlet  deletes an instance of Analysis Services server","Remove-AzureAs","Remove-AzureAs",
,"The Disconnect-AzureRmAccount cmdlet disconnects a connected Azure account and removes all credentials and contexts (subscription and tenant information) associated with that account.
","Remove-AzureRmAccount","Remove-AzureRmAccount",
,"The Remove-AzureRmADSpCredential cmdlet can be used to remove a credential key from a service principal in the case of a compromise or as part of credential key rollover expiration. The service principal is identified by supplying either the object ID or service principal name (SPN).
","Remove-AzureRmADServicePrincipalCredential","Remove-AzureRmADServicePrincipalCredential",
,"Deletes an eventhub consumergroup.","Remove-AzureRmIotHubEHCG","Remove-AzureRmIotHubEHCG",
,"The Remove-AzureRmSqlServerAuditing cmdlet removes the auditing of an Azure SQL server. To use this cmdlet, specify the ResourceGroupName and ServerName parameters to identify the server. After you run this cmdlet, auditing of the databases on the Azure SQL server is not performed. If the command succeeds, and you specify the PassThru parameter, the cmdlet returns an object that describes the current auditing policy and the Azure SQL server identifiers. Server identifiers include the ResourceGroupName and ServerName .","Remove-AzureRmSqlDatabaseServerAuditing","Remove-AzureRmSqlDatabaseServerAuditing",
,"Force manual platform update domain walk to update virtual machines in a service fabric virtual machine scale set.","Repair-AzureRmVmssServiceFabricUD","Repair-AzureRmVmssServiceFabricUD",
,"Resolves and displays detailed information about errors in the current PowerShell session, including where the error  occurred in script, stack trace, and all inner and aggregate exceptions. For Azure PowerShell errors provides  additional detail in debugging service issues, including complete detail about the request and server response  that caused the error.","Resolve-Error","Resolve-Error",
,,"Restart-ASRJob","Restart-ASRJob",
,,"Resume-ASRJob","Resume-ASRJob",
,"The Resume-AzureRmAnalysisServicesServer cmdlet resumes an instance of Analysis Services server","Resume-AzureAs","Resume-AzureAs",
,"The Save-AzureRmContext cmdlet saves the current authentication information for use in other PowerShell sessions.","Save-AzureRmProfile","Save-AzureRmProfile",
,"The Set-AzureRmContext cmdlet sets authentication information for cmdlets that you run in the current session. The context includes tenant, subscription, and environment information.","Select-AzureRmSubscription","Select-AzureRmSubscription",
,"The Set-AzureRmDataLakeAnalyticsAccount cmdlet modifies an Azure Data Lake Analytics account.","Set-AdlAnalyticsAccount","Set-AdlAnalyticsAccount",
,"The Set-AzureRmDataLakeAnalyticsDataSource cmdlet modifies the details of a data source of an Azure Data Lake Analytics account.","Set-AdlAnalyticsDataSource","Set-AdlAnalyticsDataSource",
,"The Set-AzureRmDataLakeAnalyticsFirewallRule cmdlet updates a firewall rule in an Azure Data Lake Analytics account.","Set-AdlAnalyticsFirewallRule","Set-AdlAnalyticsFirewallRule",
,"The Set-AzureRmDataLakeAnalyticsCatalogCredential cmdlet modifies a credential password associated with an Azure Data Lake Analytics catalog.","Set-AdlCatalogCredential","Set-AdlCatalogCredential",
,"The Set-AzureRmDataLakeAnalyticsCatalogItemAclEntry cmdlet adds or modifies an entry (ACE) in the access control list (ACL) of a catalog or catalog item in Data Lake Analytics.","Set-AdlCatalogItemAclEntry","Set-AdlCatalogItemAclEntry",
,"The Set-AzureRmDataLakeAnalyticsCatalogSecret cmdlet modifies a secret associated with an Azure Data Lake Analytics catalog.","Set-AdlCatalogSecret","Set-AdlCatalogSecret",
,"The Set-AzureRmDataLakeStoreAccount cmdlet modifies a Data Lake Store account.","Set-AdlStore","Set-AdlStore",
,"The Set-AzureRmDataLakeStoreFirewallRule cmdlet modifies the specified firewall rule in the specified Data Lake Store.","Set-AdlStoreFirewallRule","Set-AdlStoreFirewallRule",
,"The Set-AzureRmDataLakeStoreItemAcl cmdlet modifies the access control list (ACL) of a file or folder in Data Lake Store.","Set-AdlStoreItemAcl","Set-AdlStoreItemAcl",
,"The Set-AzureRmDataLakeStoreItemAclEntry cmdlet modifies an entry (ACE) in the access control list (ACL) of a file or folder in Data Lake Store.","Set-AdlStoreItemAclEntry","Set-AdlStoreItemAclEntry",
,"The Set-AzureRmDataLakeStoreItemExpiry cmdlet sets or removes the expire time for a file in an Azure Data Lake Store account.","Set-AdlStoreItemExpiry","Set-AdlStoreItemExpiry",
,"The Set-AzureRmDataLakeStoreItemOwner cmdlet modifies the owner of a file or folder in Data Lake Store.","Set-AdlStoreItemOwner","Set-AdlStoreItemOwner",
,"The Set-AzureRmDataLakeStoreItemPermission cmdlet modifies the permission octal of a file or folder in Data Lake Store.","Set-AdlStoreItemPermission","Set-AdlStoreItemPermission",
,"The Set-AzureRmDataLakeStoreTrustedIdProvider cmdlet modifies the specified trusted identity provider in the specified Data Lake Store.","Set-AdlStoreTrustedIdProvider","Set-AdlStoreTrustedIdProvider",
,,"Set-ASRAlertSetting","Set-ASRAlertSetting",
,,"Set-ASRNotificationSetting","Set-ASRNotificationSetting",
,,"Set-ASRReplicationProtectedItem","Set-ASRReplicationProtectedItem",
,,"Set-ASRVaultContext","Set-ASRVaultContext",
,,"Set-ASRVaultSettings","Set-ASRVaultSettings",
,"The Set-AzureRmAnalysisServicesServer cmdlet modifies an instance of Analysis Services server","Set-AzureAs","Set-AzureAs",
,"The Update-AzureKeyVaultCertificate cmdlet modifies the editable attributes of a certificate.","Set-AzureKeyVaultCertificateAttribute","Set-AzureKeyVaultCertificateAttribute",
,"The Update-AzureKeyVaultKey cmdlet updates the editable attributes of a key in a key vault.","Set-AzureKeyVaultKey","Set-AzureKeyVaultKey",
,"The Update-AzureKeyVaultKey cmdlet updates the editable attributes of a key in a key vault.","Set-AzureKeyVaultKeyAttribute","Set-AzureKeyVaultKeyAttribute",
,"The Update-AzureKeyVaultSecret cmdlet updates editable attributes of a secret in a key vault.","Set-AzureKeyVaultSecretAttribute","Set-AzureKeyVaultSecretAttribute",
,"Updates an existing azure active directory application. To update the credentials associated with this application, please use the New-AzureRmADAppCredential cmdlet.","Set-AzureRmADApplication","Set-AzureRmADApplication",
,"Updates an existing azure active directory service principal.  To update the credentials associated with this service principal, please use New-AzureRmADSpCredential cmdlet.  To update the properties associated with the underlying application, please use Update-AzureRmADApplication cmdlet.","Set-AzureRmADServicePrincipal","Set-AzureRmADServicePrincipal",
,"Updates an existing active directory user (work/school account also popularly known as org-id). For more information: https://msdn.microsoft.com/en-us/library/azure/ad/graph/api/users-operations#UpdateUser","Set-AzureRmADUser","Set-AzureRmADUser",
,"Verifies a certificate by uploading a verification certificate containing the verification code obtained by cmdlet Get-AzureRmIotHubCertificateVerificationCode. This is the last step in the proof of possession process. For a detailed explanation of CA certificates in Azure IoT Hub, see https://docs.microsoft.com/en-us/azure/iot-hub/iot-hub-x509ca-overview","Set-AzureRmIotHubVC","Set-AzureRmIotHubVC",
,,"Set-AzureRmRecoveryServicesAsrNotificationSetting","Set-AzureRmRecoveryServicesAsrNotificationSetting",
,,"Set-AzureRmRecoveryServicesAsrVaultSettings","Set-AzureRmRecoveryServicesAsrVaultSettings",
,"The Set-AzureRmSqlDatabaseBackupLongTermRetentionPolicy cmdlet sets the long term retention policy registered to this database. The policy is an Azure Backup resource used to define backup storage policy.","Set-AzureRmSqlDatabaseLongTermRetentionPolicy","Set-AzureRmSqlDatabaseLongTermRetentionPolicy",
,"The Set-AzureRmSqlServerAuditingPolicy cmdlet changes the auditing policy of an Azure SQL Database server. Specify the ResourceGroupName and ServerName parameters to identify the server, the StorageAccountName parameter to specify the storage account for the audit logs, and the StorageKeyType parameter to define the storage keys to use.
","Set-AzureRmSqlDatabaseServerAuditingPolicy","Set-AzureRmSqlDatabaseServerAuditingPolicy",
,,"Start-ASRApplyRecoveryPoint","Start-ASRApplyRecoveryPoint",
,,"Start-ASRCommitFailover","Start-ASRCommitFailover",
,,"Start-ASRCommitFailoverJob","Start-ASRCommitFailoverJob",
,,"Start-ASRFO","Start-ASRFO",
,,"Start-ASRPFO","Start-ASRPFO",
,,"Start-ASRPlannedFailoverJob","Start-ASRPlannedFailoverJob",
,,"Start-ASRResynchronizeReplicationJob","Start-ASRResynchronizeReplicationJob",
,,"Start-ASRResyncJob","Start-ASRResyncJob",
,,"Start-ASRSwitchProcessServerJob","Start-ASRSwitchProcessServerJob",
,,"Start-ASRTestFailoverCleanupJob","Start-ASRTestFailoverCleanupJob",
,,"Start-ASRTestFailoverJob","Start-ASRTestFailoverJob",
,,"Start-ASRTFO","Start-ASRTFO",
,,"Start-ASRUnplannedFailoverJob","Start-ASRUnplannedFailoverJob",
,"The Stop-AzureRmDataLakeAnalyticsJob cmdlet cancels an Azure Data Lake Analytics job.","Stop-AdlJob","Stop-AdlJob",
,,"Stop-ASRJob","Stop-ASRJob",
,"The Submit-AzureRmDataLakeAnalyticsJob cmdlet submits an Azure Data Lake Analytics job.","Submit-AdlJob","Submit-AdlJob",
,"The Suspend-AzureRmAnalysisServicesServer cmdlet suspends an instance of Analysis Services server","Suspend-AzureAs","Suspend-AzureAs",
,"The Switch-AzureRmWebAppSlot switches two slots associated with an Azure Web App.","Swap-AzureRmWebAppSlot","Swap-AzureRmWebAppSlot",
,"The Test-AzureRmDataLakeAnalyticsAccount cmdlet checks for the existence of a Data Lake Analytics account.","Test-AdlAnalyticsAccount","Test-AdlAnalyticsAccount",
,"The Test-AzureRmDataLakeAnalyticsCatalogItem cmdlet checks for the existence of an Azure Data Lake Analytics catalog item.","Test-AdlCatalogItem","Test-AdlCatalogItem",
,"The Test-AzureRmDataLakeStoreAccount cmdlet tests the existence of a Data Lake Store account.","Test-AdlStore","Test-AdlStore",
,"The Test-AzureRmDataLakeStoreItem cmdlet tests the existence of a file or folder in Data Lake Store.","Test-AdlStoreItem","Test-AdlStoreItem",
,"The Test-AzureRmAnalysisServicesServer cmdlet tests the existence of an instance of Analysis Services server","Test-AzureAs","Test-AzureAs",
