text, lemma_, pos_, tag_, dep_, is_alpha, is_stop, count, samples,
space,space,NOUN,NN,pobj,True,False,1060,[u'Metadata in space separated key value pairs This overwrites any existing metadata ', u'One or more resource IDs space delimited If provided no other Resource Id arguments should be specified ']
set,set,NOUN,NNS,compound,True,False,1031,[u'Sets user defined metadata on the specified queue Metadata is associated with the queue as name value pairs ', u'Batch account name Alternatively set by environment variable AZURE_BATCH_ACCOUNT']
service,service,NOUN,NN,pobj,True,False,909,[u'Request timeout in seconds Applies to each call to the service ', u'The maximum elapsed time that the job may run measured from the time the job is created If the job does not complete within the time limit the Batch service terminates it and any tasks that are still running In this case the termination reason will be MaxWallClockTimeExpiry If this property is not specified there is no time limit on how long the job may run Expected format is an ISO 8601 duration ']
environment,environment,NOUN,NN,compound,True,False,791,[u'Storage account name Related environment variable AZURE_STORAGE_ACCOUNT Must be used in conjunction with either storage account key or a SAS token If neither are present the command will try to query the storage account key using the authenticated Azure account If a large number of storage commands are executed the API quota may be hit', u'Storage account connection string Environment variable AZURE_STORAGE_CONNECTION_STRING']
variable,variable,NOUN,NN,ROOT,True,False,782,[u'Storage account name Related environment variable AZURE_STORAGE_ACCOUNT Must be used in conjunction with either storage account key or a SAS token If neither are present the command will try to query the storage account key using the authenticated Azure account If a large number of storage commands are executed the API quota may be hit', u'Storage account connection string Environment variable AZURE_STORAGE_CONNECTION_STRING']
argument,argument,NOUN,NNS,nsubjpass,True,False,735,[u'One or more resource IDs space delimited If provided no other Resource Id arguments should be specified ', u'A file containing the job specification in JSON format If this parameter is specified all Job Arguments are ignored ']
property,property,NOUN,NN,nsubjpass,True,False,620,[u'The maximum elapsed time that the job may run measured from the time the job is created If the job does not complete within the time limit the Batch service terminates it and any tasks that are still running In this case the termination reason will be MaxWallClockTimeExpiry If this property is not specified there is no time limit on how long the job may run Expected format is an ISO 8601 duration ', u'Remove a property or an element from a list Example remove property list indexToRemove OR remove propertyToRemove']
operation,operation,NOUN,NN,dobj,True,False,514,[u' An ETag value or the wildcard character Specify this header to perform the operation only if the resource s ETag does not match the value specified Specify the wildcard character to perform the operation only if the resource does not exist and fail the operation if it does exist ', u' An ETag value or the wildcard character Specify this header to perform the operation only if the resource s ETag does not match the value specified Specify the wildcard character to perform the operation only if the resource does not exist and fail the operation if it does exist ']
string,string,NOUN,NN,compound,True,False,483,[u'Storage account connection string Environment variable AZURE_STORAGE_CONNECTION_STRING', u'A string that uniquely identifies the job within the account The ID can contain any combination of alphanumeric characters including hyphens and underscores and cannot contain more than 64 characters The ID is case preserving and case insensitive that is you may not have two IDs within an account that differ only by case ']
location,location,NOUN,NN,npadvmod,True,False,478,[u'Location You can configure the default location using az configure defaults location location ', u'Location You can configure the default location using az configure defaults location location ']
path,path,NOUN,NNS,dobj,True,False,471,[u'The command line of the Job Manager task The command line does not run under a shell and therefore cannot take advantage of shell features such as environment variable expansion If you want to take advantage of such features you should invoke the shell in the command line for example using cmd c MyCommand in Windows or bin sh c MyCommand in Linux If the command line refers to file paths it should use a relative path relative to the task working directory or use the Batch provided environment variable https docs microsoft com en us azure batch batch compute node environment variables ', u'The command line of the Job Manager task The command line does not run under a shell and therefore cannot take advantage of shell features such as environment variable expansion If you want to take advantage of such features you should invoke the shell in the command line for example using cmd c MyCommand in Windows or bin sh c MyCommand in Linux If the command line refers to file paths it should use a relative path relative to the task working directory or use the Batch provided environment variable https docs microsoft com en us azure batch batch compute node environment variables ']
batch,batch,NOUN,NN,amod,True,False,466,[u'Add a job to a Batch account ', u'The maximum elapsed time that the job may run measured from the time the job is created If the job does not complete within the time limit the Batch service terminates it and any tasks that are still running In this case the termination reason will be MaxWallClockTimeExpiry If this property is not specified there is no time limit on how long the job may run Expected format is an ISO 8601 duration ']
job,job,NOUN,NN,dobj,True,False,451,[u'Add a job to a Batch account ', u'The maximum elapsed time that the job may run measured from the time the job is created If the job does not complete within the time limit the Batch service terminates it and any tasks that are still running In this case the termination reason will be MaxWallClockTimeExpiry If this property is not specified there is no time limit on how long the job may run Expected format is an ISO 8601 duration ']
conjunction,conjunction,NOUN,NN,pobj,True,False,449,[u'Storage account name Related environment variable AZURE_STORAGE_ACCOUNT Must be used in conjunction with either storage account key or a SAS token If neither are present the command will try to query the storage account key using the authenticated Azure account If a large number of storage commands are executed the API quota may be hit', u'A Shared Access Signature SAS Must be used in conjunction with storage account name Environment variable AZURE_STORAGE_SAS_TOKEN']
object,object,NOUN,NN,dobj,True,False,429,[u'Add an object to a list of objects by specifying a path and key value pairs Example add property listProperty key value string or JSON string ', u'Add an object to a list of objects by specifying a path and key value pairs Example add property listProperty key value string or JSON string ']
example,example,NOUN,NN,pobj,True,False,422,[u'The command line of the Job Manager task The command line does not run under a shell and therefore cannot take advantage of shell features such as environment variable expansion If you want to take advantage of such features you should invoke the shell in the command line for example using cmd c MyCommand in Windows or bin sh c MyCommand in Linux If the command line refers to file paths it should use a relative path relative to the task working directory or use the Batch provided environment variable https docs microsoft com en us azure batch batch compute node environment variables ', u'The maximum number of times each task may be retried The Batch service retries a task if its exit code is nonzero Note that this value specifically controls the number of retries The Batch service will try each task once and may then retry up to this limit For example if the maximum retry count is 3 Batch tries a task up to 4 times one initial try and 3 retries If the maximum retry count is 0 the Batch service does not retry tasks If the maximum retry count is 1 the Batch service retries tasks without limit The default value is 0 no retries ']
rule,rule,NOUN,NN,dobj,True,False,413,[u'Delete a network security group rule ', u'Name of the network security group rule']
number,number,NOUN,NN,nsubjpass,True,False,394,[u'Storage account name Related environment variable AZURE_STORAGE_ACCOUNT Must be used in conjunction with either storage account key or a SAS token If neither are present the command will try to query the storage account key using the authenticated Azure account If a large number of storage commands are executed the API quota may be hit', u'The maximum number of times each task may be retried The Batch service retries a task if its exit code is nonzero Note that this value specifically controls the number of retries The Batch service will try each task once and may then retry up to this limit For example if the maximum retry count is 3 Batch tries a task up to 4 times one initial try and 3 retries If the maximum retry count is 0 the Batch service does not retry tasks If the maximum retry count is 1 the Batch service retries tasks without limit The default value is 0 no retries ']
command,command,NOUN,NN,nsubj,True,False,393,[u'Storage account name Related environment variable AZURE_STORAGE_ACCOUNT Must be used in conjunction with either storage account key or a SAS token If neither are present the command will try to query the storage account key using the authenticated Azure account If a large number of storage commands are executed the API quota may be hit', u'Storage account name Related environment variable AZURE_STORAGE_ACCOUNT Must be used in conjunction with either storage account key or a SAS token If neither are present the command will try to query the storage account key using the authenticated Azure account If a large number of storage commands are executed the API quota may be hit']
format,format,NOUN,NN,dobj,True,False,386,[u'The maximum elapsed time that the job may run measured from the time the job is created If the job does not complete within the time limit the Batch service terminates it and any tasks that are still running In this case the termination reason will be MaxWallClockTimeExpiry If this property is not specified there is no time limit on how long the job may run Expected format is an ISO 8601 duration ', u'A list of files that the Batch service will download to the compute node before running the command line Files listed under this element are located in the task s working directory Space separated resource references in filename blobsource format ']
container,container,NOUN,NN,compound,True,False,378,[u'Delete a replication from a container registry ', u'The name of the container registry You can configure the default registry name using az configure defaults acr registry name ']
time,time,NOUN,NN,nsubj,True,False,370,[u'The maximum elapsed time that the job may run measured from the time the job is created If the job does not complete within the time limit the Batch service terminates it and any tasks that are still running In this case the termination reason will be MaxWallClockTimeExpiry If this property is not specified there is no time limit on how long the job may run Expected format is an ISO 8601 duration ', u'The maximum elapsed time that the job may run measured from the time the job is created If the job does not complete within the time limit the Batch service terminates it and any tasks that are still running In this case the termination reason will be MaxWallClockTimeExpiry If this property is not specified there is no time limit on how long the job may run Expected format is an ISO 8601 duration ']
record,record,NOUN,NN,compound,True,False,364,[u'Create an empty PTR record set ', u'Create the record set only if it does not already exist ']
server,server,NOUN,NN,compound,True,False,345,[u'Radius server address to connect to ', u'Manage a server s DNS aliases ']
task,task,NOUN,NNS,conj,True,False,333,[u'The maximum elapsed time that the job may run measured from the time the job is created If the job does not complete within the time limit the Batch service terminates it and any tasks that are still running In this case the termination reason will be MaxWallClockTimeExpiry If this property is not specified there is no time limit on how long the job may run Expected format is an ISO 8601 duration ', u'The command line of the Job Manager task The command line does not run under a shell and therefore cannot take advantage of shell features such as environment variable expansion If you want to take advantage of such features you should invoke the shell in the command line for example using cmd c MyCommand in Windows or bin sh c MyCommand in Linux If the command line refers to file paths it should use a relative path relative to the task working directory or use the Batch provided environment variable https docs microsoft com en us azure batch batch compute node environment variables ']
s,s,NOUN,NN,case,True,False,315,[u'A list of files that the Batch service will download to the compute node before running the command line Files listed under this element are located in the task s working directory Space separated resource references in filename blobsource format ', u' An ETag value or the wildcard character Specify this header to perform the operation only if the resource s ETag does not match the value specified Specify the wildcard character to perform the operation only if the resource does not exist and fail the operation if it does exist ']
certificate,certificate,NOUN,NNS,dobj,True,False,315,[u'Manage Batch certificates ', u'Manage a cluster certificate ']
application,application,NOUN,NN,compound,True,False,309,[u'Gets a managed application definition ', u'the resource group of the managed application definition']
connection,connection,NOUN,NN,compound,True,False,302,[u'Storage account connection string Environment variable AZURE_STORAGE_CONNECTION_STRING', u'Cosmos DB account url connection Must be used in conjunction with cosmosdb account key ']
blob,blob,NOUN,NN,pobj,True,False,298,[u'Get the details of a blob ', u' Required if the blob has an active lease ']
tag,tag,NOUN,NNS,dobj,True,False,290,[u'space separated tags in key value format Use to clear existing tags ', u'space separated tags in key value format Use to clear existing tags ']
pool,pool,NOUN,NN,dobj,True,False,289,[u'Delete an address pool ', u'The name of the backend address pool']
node,node,NOUN,NN,compound,True,False,286,[u'The command line of the Job Manager task The command line does not run under a shell and therefore cannot take advantage of shell features such as environment variable expansion If you want to take advantage of such features you should invoke the shell in the command line for example using cmd c MyCommand in Windows or bin sh c MyCommand in Linux If the command line refers to file paths it should use a relative path relative to the task working directory or use the Batch provided environment variable https docs microsoft com en us azure batch batch compute node environment variables ', u'A list of files that the Batch service will download to the compute node before running the command line Files listed under this element are located in the task s working directory Space separated resource references in filename blobsource format ']
namespace,namespace,NOUN,NN,pobj,True,False,285,[u'Name of Namespace', u'Provider namespace Ex Microsoft Provider ']
type,type,NOUN,NN,ROOT,True,False,279,[u'Resource type Ex resC ', u'Resource type Ex resC ']
address,address,NOUN,NN,nsubj,True,False,270,[u'Check if a private IP address is available for use within a virtual network ', u'The private IP address to be verified ']
request,request,NOUN,NN,nsubj,True,False,263,[u'Request timeout in seconds Applies to each call to the service ', u'Request timeout in seconds Applies to each call to the service ']
etag,etag,NOUN,NN,nsubj,True,False,259,[u'The etag of the record set Omit this value to always overwrite the current record set Specify the last seen etag value to prevent accidentally overwritting any concurrent changes ', u'The etag of the record set Omit this value to always overwrite the current record set Specify the last seen etag value to prevent accidentally overwritting any concurrent changes ']
subscription,subscription,NOUN,NN,compound,True,False,255,[u'Get policy events at current subscription scope created in the last day ', u'Get policy events at resource group scope in current subscription ']
detail,detail,NOUN,NNS,dobj,True,False,252,[u'Get the details of a public IP address ', u'Get the details of a blob ']
database,database,NOUN,NN,compound,True,False,251,[u'Database Name', u'Delete a managed database ']
network,network,NOUN,NN,pobj,True,False,247,[u'Check if a private IP address is available for use within a virtual network ', u'The virtual network VNet name ']
client,client,NOUN,NN,pobj,True,False,238,[u'Space separated list of CIDR prefixes representing the address space for the P2S client ', u'A timestamp indicating the last modified time of the resource known to the client The operation will be performed only if the resource on the service has not been modified since the specified time ']
vault,vault,NOUN,NNS,pobj,True,False,227,[u'Gets information about the deleted vaults in a subscription ', u'Name of the key vault ']
endpoint,endpoint,NOUN,NN,ROOT,True,False,224,[u'Batch service endpoint Alternatively set by environment variable AZURE_BATCH_ENDPOINT', u'Batch service endpoint Alternatively set by environment variable AZURE_BATCH_ENDPOINT']
configuration,configuration,NOUN,NN,nsubj,True,False,220,[u'force to update even if the extension configuration has not changed ', u'Update the firewall configuration of a web application ']
web,web,NOUN,NN,compound,True,False,211,[u'List backups of a web app ', u'name of the web You can configure the default using az configure defaults web name ']
registry,registry,NOUN,NN,pobj,True,False,208,[u'Delete a replication from a container registry ', u'The name of the container registry You can configure the default registry name using az configure defaults acr registry name ']
gateway,gateway,NOUN,NN,dobj,True,False,203,[u'Create a virtual network gateway ', u'The gateway type ']
zone,zone,NOUN,NN,pobj,True,False,202,[u'The name of the zone ', u'The name of the record set relative to the name of the zone ']
api,api,NOUN,NN,compound,True,False,201,[u'Storage account name Related environment variable AZURE_STORAGE_ACCOUNT Must be used in conjunction with either storage account key or a SAS token If neither are present the command will try to query the storage account key using the authenticated Azure account If a large number of storage commands are executed the API quota may be hit', u'Storage account name Related environment variable AZURE_STORAGE_ACCOUNT Must be used in conjunction with either storage account key or a SAS token If neither are present the command will try to query the storage account key using the authenticated Azure account If a large number of storage commands are executed the API quota may be hit']
compute,compute,NOUN,NN,compound,True,False,195,[u'The command line of the Job Manager task The command line does not run under a shell and therefore cannot take advantage of shell features such as environment variable expansion If you want to take advantage of such features you should invoke the shell in the command line for example using cmd c MyCommand in Windows or bin sh c MyCommand in Linux If the command line refers to file paths it should use a relative path relative to the task working directory or use the Batch provided environment variable https docs microsoft com en us azure batch batch compute node environment variables ', u'A list of files that the Batch service will download to the compute node before running the command line Files listed under this element are located in the task s working directory Space separated resource references in filename blobsource format ']
version,version,NOUN,NN,dobj,True,False,194,[u'by doing this extension system will not pick the highest minor version for the specified version number and will not auto update to the latest build revision number on any scale set updates in future ', u'by doing this extension system will not pick the highest minor version for the specified version number and will not auto update to the latest build revision number on any scale set updates in future ']
second,second,NOUN,NNS,pobj,True,False,192,[u'Request timeout in seconds Applies to each call to the service ', u'Request timeout in seconds Applies to each call to the service ']
app,app,NOUN,NN,pobj,True,False,188,[u'List backups of a web app ', u'The app name or app URI to associate the RBAC with If not present a default name like amsaccountname access sp will be generated ']
m,m,NOUN,NN,compound,True,False,187,[u'Alter only if unmodified since supplied UTC datetime Y m d T H M Z ', u'Alter only if unmodified since supplied UTC datetime Y m d T H M Z ']
share,share,NOUN,NN,pobj,True,False,186,[u'Creates a snapshot of an existing share under the specified account ', u' Specifies the maximum size of the share in gigabytes Must be greater than 0 and less than or equal to 5TB 5120 ']
signature,signature,NOUN,NN,compound,True,False,181,[u'A Shared Access Signature SAS Must be used in conjunction with storage account name Environment variable AZURE_STORAGE_SAS_TOKEN', u'A Shared Access Signature SAS Must be used in conjunction with storage account name Environment variable AZURE_STORAGE_SAS_TOKEN']
pair,pair,NOUN,NNS,pobj,True,False,179,[u'Sets user defined metadata on the specified queue Metadata is associated with the queue as name value pairs ', u'Metadata in space separated key value pairs This overwrites any existing metadata ']
cluster,cluster,NOUN,NNS,dobj,True,False,176,[u'Commands to manage clusters ', u'Manage a cluster certificate ']
user,user,NOUN,NN,nsubj,True,False,172,[u'Sets user defined metadata on the specified queue Metadata is associated with the queue as name value pairs ', u'A list of name value pairs associated with the job as metadata The Batch service does not assign any meaning to metadata it is solely for the use of user code Space separated values in key value format ']
directory,directory,NOUN,NN,appos,True,False,168,[u'The command line of the Job Manager task The command line does not run under a shell and therefore cannot take advantage of shell features such as environment variable expansion If you want to take advantage of such features you should invoke the shell in the command line for example using cmd c MyCommand in Windows or bin sh c MyCommand in Linux If the command line refers to file paths it should use a relative path relative to the task working directory or use the Batch provided environment variable https docs microsoft com en us azure batch batch compute node environment variables ', u'A list of files that the Batch service will download to the compute node before running the command line Files listed under this element are located in the task s working directory Space separated resource references in filename blobsource format ']
token,token,NOUN,NN,conj,True,False,164,[u'Storage account name Related environment variable AZURE_STORAGE_ACCOUNT Must be used in conjunction with either storage account key or a SAS token If neither are present the command will try to query the storage account key using the authenticated Azure account If a large number of storage commands are executed the API quota may be hit', u'Message lock token ']
machine,machine,NOUN,NN,pobj,True,False,161,[u'The name of the Virtual Machine You can configure the default using az configure defaults vm name ', u'Configure the Azure Virtual Machine Scale Set diagnostics extension ']
setting,setting,NOUN,NNS,pobj,True,False,160,[u'A list of environment variable settings for the Job Manager task Space separated values in key value format ', u'Show the authentification settings for the webapp ']
metadata,metadata,NOUN,NN,dobj,True,False,156,[u'Sets user defined metadata on the specified queue Metadata is associated with the queue as name value pairs ', u'Sets user defined metadata on the specified queue Metadata is associated with the queue as name value pairs ']
filter,filter,NOUN,NN,compound,True,False,153,[u'Filter results based on UTC hour offset ', u'Filter expression using OData notation ']
source,source,NOUN,NNS,dobj,True,False,149,[u'Manage DevTest Lab artifact sources ', u'Update source control token cached in Azure app service If no token is provided the command will clean up existing token ']
lease,lease,NOUN,NN,dobj,True,False,145,[u' Required if the blob has an active lease ', u'The container lease ID ']
element,element,NOUN,NN,pobj,True,False,144,[u'A list of files that the Batch service will download to the compute node before running the command line Files listed under this element are located in the task s working directory Space separated resource references in filename blobsource format ', u'Remove a property or an element from a list Example remove property list indexToRemove OR remove propertyToRemove']
image,image,NOUN,NN,compound,True,False,143,[u'List the VM image publishers available in the Azure Marketplace ', u'The password of the account The password is required for Windows nodes those created with cloudServiceConfiguration or created with virtualMachineConfiguration using a Windows image reference For Linux compute nodes the password can optionally be specified along with the sshPublicKey property ']
quota,quota,NOUN,NN,nsubjpass,True,False,143,[u'Storage account name Related environment variable AZURE_STORAGE_ACCOUNT Must be used in conjunction with either storage account key or a SAS token If neither are present the command will try to query the storage account key using the authenticated Azure account If a large number of storage commands are executed the API quota may be hit', u'Get the quota usages for a container registry ']
disk,disk,NOUN,NN,dobj,True,False,142,[u'Attach an unmanaged persistent disk to a VM ', u'Virtual hard disk URI For example https mystorage blob core windows net vhds d1 vhd']
event,event,NOUN,NNS,ROOT,True,False,142,[u'List policy events ', u'Get policy events at current subscription scope created in the last day ']
timeout,timeout,NOUN,NN,ROOT,True,False,139,[u'Request timeout in seconds Applies to each call to the service ', u'Request timeout in seconds Applies to each call to the service ']
call,call,NOUN,NN,pobj,True,False,138,[u'Request timeout in seconds Applies to each call to the service ', u'Request timeout in seconds Applies to each call to the service ']
azure_storage_key,azure_storage_key,NOUN,NNS,npadvmod,False,False,134,[u'Storage account key Must be used in conjunction with storage account name Environment variable AZURE_STORAGE_KEY', u'Storage account key Must be used in conjunction with storage account name Environment variable AZURE_STORAGE_KEY']
azure_storage_connection_string,azure_storage_connection_string,NOUN,NN,ROOT,False,False,134,[u'Storage account connection string Environment variable AZURE_STORAGE_CONNECTION_STRING', u'Storage account connection string Environment variable AZURE_STORAGE_CONNECTION_STRING']
queue,queue,NOUN,NN,pobj,True,False,133,[u'Sets user defined metadata on the specified queue Metadata is associated with the queue as name value pairs ', u'Sets user defined metadata on the specified queue Metadata is associated with the queue as name value pairs ']
instance,instance,NOUN,NNS,pobj,True,False,130,[u'Gets a list of SKUs available for your VM scale set including the minimum and maximum VM instances allowed for each SKU ', u'Name of the Azure SQL managed instance ']
provider,provider,NOUN,NN,compound,True,False,129,[u'Provider namespace Ex Microsoft Provider ', u'Provider namespace Ex Microsoft Provider ']
schedule,schedule,NOUN,NN,conj,True,False,129,[u'List all of the jobs or job schedule in a Batch account ', u'The ID of the job schedule from which you want to get a list of jobs If omitted lists all jobs in the account ']
start,start,NOUN,NN,compound,True,False,128,[u'ISO 8601 formatted timestamp specifying the start time of the interval to query ', u'ISO 8601 formatted timestamp specifying the start time of the interval to query ']
utc,utc,NOUN,NN,compound,True,False,127,[u'Filter results based on UTC hour offset ', u'Alter only if unmodified since supplied UTC datetime Y m d T H M Z ']
message,message,NOUN,NN,pobj,True,False,126,[u'Complete a cloud to device message ', u'Message lock token ']
e,e,NOUN,NN,compound,True,False,126,[u'Indexing Policy you can enter it as a string or as a file e g indexing policy policy file json ', u'SQL expression e g myproperty test']
information,information,NOUN,NN,dobj,True,False,124,[u'Get information about a public IP resource ', u'Look up time zone information ']
secret,secret,NOUN,NNS,dobj,True,False,124,[u'Manage secrets of an Azure DevTest Lab ', u'Radius secret to use for authentication ']
topic,topic,NOUN,NN,dobj,True,False,123,[u'Create Authorization Rule for given Service Bus Topic', u'name of Topic Authorization Rule']
load,load,NOUN,NN,compound,True,False,123,[u'The name of the load balancer ', u'The load balancer name ']
table,table,NOUN,NN,pobj,True,False,123,[u'Generates a shared access signature for the table Use the returned signature with the sas_token parameter of TableService ', u' The maximum partition key accessible with this shared access signature endpk must accompany endrk Key values are inclusive If omitted there is no upper bound on the table entities that can be accessed ']
size,size,NOUN,NN,dobj,True,False,122,[u' Specifies the maximum size of the share in gigabytes Must be greater than 0 and less than or equal to 5TB 5120 ', u'0 based logical unit number LUN Max value depends on the Virtual Machine size ']
g,g,NOUN,NN,compound,True,False,120,[u'Indexing Policy you can enter it as a string or as a file e g indexing policy policy file json ', u'SQL expression e g myproperty test']
slot,slot,NOUN,NN,pobj,True,False,119,[u'the name of the slot Default to the productions slot if not specified', u'the name of the slot Default to the productions slot if not specified']
d,d,NOUN,NN,compound,True,False,118,[u'Alter only if unmodified since supplied UTC datetime Y m d T H M Z ', u'Alter only if modified since supplied UTC datetime Y m d T H M Z ']
profile,profile,NOUN,NN,dobj,True,False,118,[u'Create a new CDN profile ', u'The pricing tier defines a CDN provider feature list and rate of the CDN profile Defaults to Standard_Akamai ']
listproperty,listproperty,NOUN,NN,compound,True,False,114,[u'Add an object to a list of objects by specifying a path and key value pairs Example add property listProperty key value string or JSON string ', u'Add an object to a list of objects by specifying a path and key value pairs Example add property listProperty key value string or JSON string ']
propertytoremove,propertytoremove,NOUN,NN,dobj,True,False,114,[u'Remove a property or an element from a list Example remove property list indexToRemove OR remove propertyToRemove', u'Remove a property or an element from a list Example remove property list indexToRemove OR remove propertyToRemove']
indextoremove,indextoremove,NOUN,NN,prep,True,False,114,[u'Remove a property or an element from a list Example remove property list indexToRemove OR remove propertyToRemove', u'Remove a property or an element from a list Example remove property list indexToRemove OR remove propertyToRemove']
sku,sku,NOUN,NNS,pobj,True,False,114,[u'Gets a list of SKUs available for your VM scale set including the minimum and maximum VM instances allowed for each SKU ', u'Gets a list of SKUs available for your VM scale set including the minimum and maximum VM instances allowed for each SKU ']
t,t,NOUN,NN,compound,True,False,113,[u'Alter only if unmodified since supplied UTC datetime Y m d T H M Z ', u'Alter only if modified since supplied UTC datetime Y m d T H M Z ']
dns,dns,NOUN,NN,compound,True,False,110,[u'Manage a server s DNS aliases ', u'Space separated list of DNS server IP addresses ']
microsoft,microsoft,NOUN,NN,compound,True,False,109,[u'The command line of the Job Manager task The command line does not run under a shell and therefore cannot take advantage of shell features such as environment variable expansion If you want to take advantage of such features you should invoke the shell in the command line for example using cmd c MyCommand in Windows or bin sh c MyCommand in Linux If the command line refers to file paths it should use a relative path relative to the task working directory or use the Batch provided environment variable https docs microsoft com en us azure batch batch compute node environment variables ', u'Provider namespace Ex Microsoft Provider ']
datetime,datetime,NOUN,NN,compound,True,False,108,[u'Alter only if unmodified since supplied UTC datetime Y m d T H M Z ', u' The snapshot parameter is an opaque DateTime value that when present specifies the blob snapshot to retrieve ']
port,port,NOUN,NNS,pobj,True,False,106,[u'Space separated list of ports or port ranges between 0 65535 Use to match all ports ', u'Space separated list of ports or port ranges between 0 65535 Use to match all ports ']
route,route,NOUN,NNS,pobj,True,False,104,[u'Weight 0 100 added to routes learned through BGP peering ', u'Get the details of a route in a route table ']
parameter,parameter,NOUN,NN,nsubjpass,True,False,103,[u'A file containing the job specification in JSON format If this parameter is specified all Job Arguments are ignored ', u' The snapshot parameter is an opaque DateTime value that when present specifies the blob snapshot to retrieve ']
datum,datum,NOUN,NNS,nsubjpass,True,False,100,[u'Gets the permissions for the specified container The permissions indicate whether container data may be accessed publicly ', u'The data disk name optional when create a new disk ']
scale,scale,NOUN,NN,compound,True,False,100,[u'Gets a list of SKUs available for your VM scale set including the minimum and maximum VM instances allowed for each SKU ', u'Scale set name You can configure the default using az configure defaults vmss name ']
state,state,NOUN,NNS,compound,True,False,100,[u'show public ip address FQDN and power states command will run slow', u'List policy compliance states ']
target,target,NOUN,NN,compound,True,False,97,[u'target slot to auto swap', u'Target resource parent path if applicable ']
status,status,NOUN,NN,compound,True,False,95,[u'The action the Batch service should take when all tasks in the job are in the completed state If omitted the completion behavior is set to noaction If the current value is terminatejob this is an error because a job s completion behavior may not be changed from terminatejob to noaction You may not change the value from terminatejob to noaction that is once you have engaged automatic job termination you cannot turn it off again If you try to do this the request fails and Batch returns status code 400 Bad Request and an invalid property value error response If you do not specify this element in a PUT request it is equivalent to passing noaction This is an error if the current value is terminatejob ', u'Wait until the condition satisfies a custom JMESPath query E g provisioningState InProgress instanceView statuses code PowerState running ']
subnet,subnet,NOUN,NN,dobj,True,False,93,[u'Name or ID of an existing virtual network which has a subnet named GatewaySubnet ', u'Name or ID of an existing subnet If name is specified also specify vnet name ']
copy,copy,NOUN,NNS,nsubj,True,False,93,[u'Copies a file asynchronously This operation returns a copy operation properties object including a copy ID you can use to check or abort the copy operation The File service copies files on a best effort basis If the destination file exists it will be overwritten The destination file cannot be modified while the copy operation is in progress ', u'Copies a file asynchronously This operation returns a copy operation properties object including a copy ID you can use to check or abort the copy operation The File service copies files on a best effort basis If the destination file exists it will be overwritten The destination file cannot be modified while the copy operation is in progress ']
action,action,NOUN,NN,nsubj,True,False,92,[u'A boolean value that indicates whether the rule action requires preprocessing ', u'Action SQL expression ']
device,device,NOUN,NN,compound,True,False,92,[u'Complete a cloud to device message ', u'Device Id ']
